Source;Target
1;2
1;5
1;7
1;10
1;11
1;15
1;16
1;17
1;18
1;20
1;22
1;23
1;24
1;25
1;26
1;27
1;30
1;34
2;3
2;6
2;8
2;11
2;12
2;16
2;17
2;18
2;19
2;21
2;23
2;24
2;25
2;26
2;27
2;28
2;31
2;35
3;4
3;7
3;9
3;12
3;13
3;17
3;18
3;19
3;20
3;22
3;24
3;25
3;26
3;27
3;28
3;29
3;32
3;36
4;5
4;8
4;10
4;13
4;14
4;18
4;19
4;20
4;21
4;23
4;25
4;26
4;27
4;28
4;29
4;30
4;33
4;37
5;6
5;9
5;11
5;14
5;15
5;19
5;20
5;21
5;22
5;24
5;26
5;27
5;28
5;29
5;30
5;31
5;34
5;38
6;7
6;10
6;12
6;15
6;16
6;20
6;21
6;22
6;23
6;25
6;27
6;28
6;29
6;30
6;31
6;32
6;35
6;39
7;8
7;11
7;13
7;16
7;17
7;21
7;22
7;23
7;24
7;26
7;28
7;29
7;30
7;31
7;32
7;33
7;36
7;40
8;9
8;12
8;14
8;17
8;18
8;22
8;23
8;24
8;25
8;27
8;29
8;30
8;31
8;32
8;33
8;34
8;37
8;41
9;10
9;13
9;15
9;18
9;19
9;23
9;24
9;25
9;26
9;28
9;30
9;31
9;32
9;33
9;34
9;35
9;38
9;42
10;11
10;14
10;16
10;19
10;20
10;24
10;25
10;26
10;27
10;29
10;31
10;32
10;33
10;34
10;35
10;36
10;39
10;43
11;12
11;15
11;17
11;20
11;21
11;25
11;26
11;27
11;28
11;30
11;32
11;33
11;34
11;35
11;36
11;37
11;40
11;44
12;13
12;16
12;18
12;21
12;22
12;26
12;27
12;28
12;29
12;31
12;33
12;34
12;35
12;36
12;37
12;38
12;41
12;45
13;14
13;17
13;19
13;22
13;23
13;27
13;28
13;29
13;30
13;32
13;34
13;35
13;36
13;37
13;38
13;39
13;42
13;46
14;15
14;18
14;20
14;23
14;24
14;28
14;29
14;30
14;31
14;33
14;35
14;36
14;37
14;38
14;39
14;40
14;43
14;47
15;16
15;19
15;21
15;24
15;25
15;29
15;30
15;31
15;32
15;34
