Source;Target
1;2
1;5
1;6
1;7
1;10
1;14
1;15
1;17
1;18
1;20
1;21
1;22
1;23
1;24
1;25
1;26
1;31
1;32
1;34
1;37
1;38
1;44
1;46
1;48
1;50
2;3
2;6
2;7
2;8
2;11
2;15
2;16
2;18
2;19
2;21
2;22
2;23
2;24
2;25
2;26
2;27
2;32
2;33
2;35
2;38
2;39
2;45
2;47
2;49
2;51
3;4
3;7
3;8
3;9
3;12
3;16
3;17
3;19
3;20
3;22
3;23
3;24
3;25
3;26
3;27
3;28
3;33
3;34
3;36
3;39
3;40
3;46
3;48
3;50
3;52
4;5
4;8
4;9
4;10
4;13
4;17
4;18
4;20
4;21
4;23
4;24
4;25
4;26
4;27
4;28
4;29
4;34
4;35
4;37
4;40
4;41
4;47
4;49
4;51
4;53
5;6
5;9
5;10
5;11
5;14
5;18
5;19
5;21
5;22
5;24
5;25
5;26
5;27
5;28
5;29
5;30
5;35
5;36
5;38
5;41
5;42
5;48
5;50
5;52
5;54
6;7
6;10
6;11
6;12
6;15
6;19
6;20
6;22
6;23
6;25
6;26
6;27
6;28
6;29
6;30
6;31
6;36
6;37
6;39
6;42
6;43
6;49
6;51
6;53
6;55
7;8
7;11
7;12
7;13
7;16
7;20
7;21
7;23
7;24
7;26
7;27
7;28
7;29
7;30
7;31
7;32
7;37
7;38
7;40
7;43
7;44
7;50
7;52
7;54
7;56
8;9
8;12
8;13
8;14
8;17
8;21
8;22
8;24
8;25
8;27
8;28
8;29
8;30
8;31
8;32
8;33
8;38
8;39
8;41
8;44
8;45
8;51
8;53
8;55
8;57
9;10
9;13
9;14
9;15
9;18
9;22
9;23
9;25
9;26
9;28
9;29
9;30
9;31
9;32
9;33
9;34
9;39
9;40
9;42
9;45
9;46
9;52
9;54
9;56
9;58
10;11
10;14
10;15
10;16
10;19
10;23
10;24
10;26
10;27
10;29
10;30
10;31
10;32
10;33
10;34
10;35
10;40
10;41
10;43
10;46
10;47
10;53
10;55
10;57
10;59
11;12
11;15
11;16
11;17
11;20
11;24
11;25
11;27
11;28
11;30
11;31
11;32
