Source;Target
1;2
1;5
1;6
1;7
1;8
1;10
1;14
2;3
2;6
2;7
2;8
2;9
2;11
2;15
3;4
3;7
3;8
3;9
3;10
3;12
3;16
4;5
4;8
4;9
4;10
4;11
4;13
4;17
5;6
5;9
5;10
5;11
5;12
5;14
5;18
6;7
6;10
6;11
6;12
6;13
6;15
6;19
7;8
7;11
7;12
7;13
7;14
7;16
7;20
8;9
8;12
8;13
8;14
8;15
8;17
8;21
9;10
9;13
9;14
9;15
9;16
9;18
9;22
10;11
10;14
10;15
10;16
10;17
10;19
10;23
11;12
11;15
11;16
11;17
11;18
11;20
11;24
12;13
12;16
12;17
12;18
12;19
12;21
12;25
13;14
13;17
13;18
13;19
13;20
13;22
13;26
14;15
14;18
14;19
14;20
14;21
14;23
14;27
15;16
15;19
15;20
15;21
15;22
15;24
15;28
16;17
16;20
16;21
16;22
16;23
16;25
16;29
17;18
17;21
17;22
17;23
17;24
17;26
17;1
18;19
18;22
18;23
18;24
18;25
18;27
18;2
19;20
19;23
19;24
19;25
19;26
19;28
19;3
20;21
20;24
20;25
20;26
20;27
20;29
20;4
21;22
21;25
21;26
21;27
21;28
21;1
21;5
22;23
22;26
22;27
22;28
22;29
22;2
22;6
23;24
23;27
23;28
23;29
23;1
23;3
23;7
24;25
24;28
24;29
24;1
24;2
24;4
24;8
25;26
25;29
25;1
25;2
25;3
25;5
25;9
26;27
26;1
26;2
26;3
26;4
26;6
26;10
27;28
27;2
27;3
27;4
27;5
27;7
27;11
28;29
28;3
28;4
28;5
28;6
28;8
28;12
29;1
29;4
29;5
29;6
29;7
29;9
29;13
