Source;Target
1;2
1;3
1;5
1;6
1;9
1;10
1;11
1;12
1;17
1;18
1;19
1;21
1;22
1;23
1;26
1;33
1;35
1;37
1;40
1;41
1;43
1;45
2;3
2;4
2;6
2;7
2;10
2;11
2;12
2;13
2;18
2;19
2;20
2;22
2;23
2;24
2;27
2;34
2;36
2;38
2;41
2;42
2;44
2;46
3;4
3;5
3;7
3;8
3;11
3;12
3;13
3;14
3;19
3;20
3;21
3;23
3;24
3;25
3;28
3;35
3;37
3;39
3;42
3;43
3;45
3;47
4;5
4;6
4;8
4;9
4;12
4;13
4;14
4;15
4;20
4;21
4;22
4;24
4;25
4;26
4;29
4;36
4;38
4;40
4;43
4;44
4;46
4;48
5;6
5;7
5;9
5;10
5;13
5;14
5;15
5;16
5;21
5;22
5;23
5;25
5;26
5;27
5;30
5;37
5;39
5;41
5;44
5;45
5;47
5;49
6;7
6;8
6;10
6;11
6;14
6;15
6;16
6;17
6;22
6;23
6;24
6;26
6;27
6;28
6;31
6;38
6;40
6;42
6;45
6;46
6;48
6;50
7;8
7;9
7;11
7;12
7;15
7;16
7;17
7;18
7;23
7;24
7;25
7;27
7;28
7;29
7;32
7;39
7;41
7;43
7;46
7;47
7;49
7;51
8;9
8;10
8;12
8;13
8;16
8;17
8;18
8;19
8;24
8;25
8;26
8;28
8;29
8;30
8;33
8;40
8;42
8;44
8;47
8;48
8;50
8;52
9;10
9;11
9;13
9;14
9;17
9;18
9;19
9;20
9;25
9;26
9;27
9;29
9;30
9;31
9;34
9;41
9;43
9;45
9;48
9;49
9;51
9;53
10;11
10;12
10;14
10;15
10;18
10;19
10;20
10;21
10;26
10;27
10;28
10;30
10;31
10;32
10;35
10;42
10;44
10;46
10;49
10;50
10;52
10;54
11;12
11;13
11;15
11;16
11;19
11;20
11;21
11;22
11;27
11;28
11;29
11;31
11;32
11;33
11;36
11;43
11;45
11;47
11;50
11;51
11;53
11;55
12;13
12;14
12;16
12;17
12;20
12;21
12;22
12;23
12;28
12;29
12;30
12;32
12;33
12;34
12;37
12;44
12;46
12;48
12;51
12;52
12;54
12;56
13;14
13;15
13;17
13;18
13;21
13;22
13;23
13;24
13;29
13;30
13;31
13;33
13;34
13;35
13;38
13;45
13;47
13;49
13;52
13;53
13;55
13;57
14;15
14;16
14;18
14;19
14;22
14;23
14;24
14;25
14;30
14;31
14;32
14;34
14;35
14;36
14;39
14;46
14;48
14;50
14;53
14;54
14;56
14;58
15;16
15;17
15;19
15;20
15;23
15;24
15;25
15;26
15;31
15;32
15;33
15;35
15;36
15;37
15;40
15;47
15;49
15;51
15;54
15;55
15;57
15;59
16;17
16;18
16;20
16;21
16;24
16;25
16;26
16;27
16;32
16;33
16;34
16;36
16;37
16;38
16;41
16;48
16;50
16;52
16;55
16;56
16;58
16;60
17;18
17;19
17;21
17;22
17;25
17;26
17;27
17;28
17;33
17;34
17;35
17;37
17;38
17;39
17;42
17;49
17;51
17;53
17;56
17;57
17;59
17;61
18;19
18;20
18;22
18;23
18;26
18;27
18;28
18;29
18;34
18;35
18;36
18;38
18;39
18;40
18;43
18;50
18;52
18;54
18;57
18;58
18;60
18;62
19;20
19;21
19;23
19;24
19;27
19;28
19;29
19;30
19;35
19;36
19;37
19;39
19;40
19;41
19;44
19;51
19;53
19;55
19;58
19;59
19;61
19;63
20;21
20;22
20;24
20;25
20;28
20;29
20;30
20;31
20;36
20;37
20;38
20;40
20;41
20;42
20;45
20;52
20;54
