Source;Target
1;2
1;4
1;5
1;8
1;10
1;11
1;12
1;13
1;17
2;3
2;5
2;6
2;9
2;11
2;12
2;13
2;14
2;18
3;4
3;6
3;7
3;10
3;12
3;13
3;14
3;15
3;19
4;5
4;7
4;8
4;11
4;13
4;14
4;15
4;16
4;20
5;6
5;8
5;9
5;12
5;14
5;15
5;16
5;17
5;21
6;7
6;9
6;10
6;13
6;15
6;16
6;17
6;18
6;22
7;8
7;10
7;11
7;14
7;16
7;17
7;18
7;19
7;23
8;9
8;11
8;12
8;15
8;17
8;18
8;19
8;20
8;24
9;10
9;12
9;13
9;16
9;18
9;19
9;20
9;21
9;25
10;11
10;13
10;14
10;17
10;19
10;20
10;21
10;22
10;26
11;12
11;14
11;15
11;18
11;20
11;21
11;22
11;23
11;27
12;13
12;15
12;16
12;19
12;21
12;22
12;23
12;24
12;28
13;14
13;16
13;17
13;20
13;22
13;23
13;24
13;25
13;29
14;15
14;17
14;18
14;21
14;23
14;24
14;25
14;26
14;30
15;16
15;18
15;19
15;22
15;24
15;25
15;26
15;27
15;31
16;17
16;19
16;20
16;23
16;25
16;26
16;27
16;28
16;32
17;18
17;20
17;21
17;24
17;26
17;27
17;28
17;29
17;33
18;19
18;21
18;22
18;25
18;27
18;28
18;29
18;30
18;34
19;20
19;22
19;23
19;26
19;28
19;29
19;30
19;31
19;35
20;21
20;23
20;24
20;27
20;29
20;30
20;31
20;32
20;36
21;22
21;24
21;25
21;28
21;30
21;31
21;32
21;33
21;37
22;23
22;25
22;26
22;29
22;31
22;32
22;33
22;34
22;1
23;24
23;26
23;27
23;30
23;32
23;33
23;34
23;35
23;2
24;25
24;27
24;28
24;31
24;33
24;34
24;35
24;36
24;3
25;26
25;28
25;29
25;32
25;34
25;35
25;36
25;37
25;4
26;27
26;29
26;30
26;33
26;35
26;36
26;37
26;1
26;5
27;28
27;30
27;31
27;34
27;36
27;37
27;1
27;2
27;6
28;29
28;31
28;32
28;35
28;37
28;1
28;2
28;3
28;7
29;30
29;32
29;33
29;36
29;1
29;2
29;3
29;4
29;8
30;31
30;33
30;34
30;37
30;2
30;3
30;4
30;5
30;9
31;32
31;34
31;35
31;1
31;3
31;4
31;5
31;6
31;10
32;33
32;35
32;36
32;2
32;4
32;5
32;6
32;7
32;11
33;34
33;36
33;37
33;3
33;5
33;6
33;7
33;8
33;12
34;35
34;37
34;1
34;4
34;6
34;7
34;8
34;9
34;13
35;36
35;1
35;2
35;5
35;7
35;8
35;9
35;10
35;14
36;37
36;2
36;3
36;6
36;8
36;9
36;10
36;11
36;15
37;1
37;3
37;4
37;7
37;9
37;10
37;11
37;12
37;16
